time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.344753,1.02930110867,-0.206320415971,-0.755869033231,1.52631088395,1.8867963691,-0.956437021247,1.0381214982,8.50694465637,-1.63944196705,0.151864098001,-0.0905048664852,1.41202931525,-3.03459749363,-0.191747598486,-1.8998352058,100.0
0.344954,1.02930110867,-0.206320415971,-0.755869033231,1.52631088395,1.8867963691,-0.956437021247,1.0381214982,8.50694465637,-1.63944196705,0.151864098001,-0.0905048664852,1.41202931525,-3.03459749363,-0.191747598486,-1.8998352058,100.0
0.355024,1.02968460387,-0.206703911168,-0.755485538034,1.52631088395,1.8867963691,-0.95605352605,1.0381214982,8.50694465637,-1.63905847186,0.152247593198,-0.0905048664852,1.41241281045,-3.03268001765,-0.19251458888,-1.8994517106,100.0
0.365041,1.03045159426,-0.206320415971,-0.755869033231,1.52631088395,1.8867963691,-0.956437021247,1.0381214982,8.50694465637,-1.63905847186,0.151864098001,-0.0901213712883,1.41164582005,-3.03306351285,-0.192131093683,-1.90060219619,100.0
0.375035,1.02930110867,-0.205936920774,-0.755485538034,1.52669437914,1.8864128739,-0.95605352605,1.037738003,8.50694465637,-1.63944196705,0.152247593198,-0.0893543808943,1.41164582005,-3.03306351285,-0.19251458888,-1.90175268178,100.0
0.385046,1.02968460387,-0.206320415971,-0.755869033231,1.52669437914,1.8864128739,-0.95720401164,1.03735450781,8.50694465637,-1.63905847186,0.152631088395,-0.0905048664852,1.41202931525,-3.03421399844,-0.192898084077,-1.90021870099,100.0
0.395031,1.03045159426,-0.206320415971,-0.756252528428,1.52669437914,1.8867963691,-0.956820516444,1.0381214982,8.50694465637,-1.63944196705,0.151864098001,-0.0897378760913,1.41202931525,-3.03459749363,-0.19251458888,-1.90098569139,100.0
0.405025,1.03045159426,-0.205936920774,-0.755102042837,1.52669437914,1.8864128739,-0.956820516444,1.0381214982,8.50694465637,-1.63944196705,0.151480602804,-0.0905048664852,1.41202931525,-3.03421399844,-0.19251458888,-1.8998352058,100.0
0.415017,1.03045159426,-0.205553425577,-0.755869033231,1.52631088395,1.8867963691,-0.956437021247,1.0381214982,8.50694465637,-1.63982546225,0.151480602804,-0.0897378760913,1.41202931525,-3.03344700804,-0.192131093683,-1.90098569139,100.0
0.425027,1.02930110867,-0.205936920774,-0.756252528428,1.52669437914,1.88602937871,-0.956820516444,1.03735450781,8.50694465637,-1.63944196705,0.152631088395,-0.0905048664852,1.41202931525,-3.03344700804,-0.191747598486,-1.90098569139,100.0
0.435035,1.02930110867,-0.206320415971,-0.756252528428,1.52631088395,1.8864128739,-0.95605352605,1.0385049934,8.50694465637,-1.63944196705,0.152247593198,-0.0901213712883,1.41164582005,-3.03459749363,-0.192131093683,-1.90098569139,100.0
